prospect_no,loan_disb_date,asset_cost,disb_date,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,itv,itvg,target
336507,2024-04-09,317136,2024-10-30,160905,9.51,21,0,47.54,1,4,3,17,Others,Widowed,Female,Primary,Rural,Rented,Others,1,34.55,198,24,9.8,2.85,0
320325,2020-05-30,220261,2021-03-15,174354,12.64,58,1,39.37,1,1,3,26,Business,Single,Male,Primary,Semi-Urban,Company Provided,Others,1,42.05,234,7,2.86,2.08,0
618239,2023-09-19,356945,2020-04-25,164735,8.35,27,0,34.08,1,1,2,20,Salary,Widowed,Male,Co-Applicant,Semi-Urban,Owned,Apartment,1,36.67,94,18,2.79,1.74,1
925682,2021-11-22,196727,2021-03-01,58970,6.94,58,1,28.56,0,3,1,26,Salary,Widowed,Female,Primary,Semi-Urban,Parents,Apartment,0,20.56,33,16,7.71,0.39,1
143786,2021-11-17,251869,2024-11-14,176454,8.38,39,0,22.62,0,1,4,3,Salary,Married,Other,Co-Applicant,Rural,Rented,Apartment,1,42.94,50,16,4.26,3.62,0
919664,2020-05-24,883668,2024-04-01,98943,5.06,44,1,47.28,0,5,4,5,Others,Widowed,Other,Primary,Urban,Company Provided,Apartment,1,39.1,171,25,7.48,4.93,1
483102,2023-09-09,507135,2021-12-29,37284,10.87,18,0,43.53,0,2,3,3,Business,Single,Female,Primary,Rural,Parents,Shared,0,56.69,171,10,1.17,4.9,0
651100,2024-04-26,571495,2020-08-03,89027,14.0,54,1,7.68,0,4,2,8,Salary,Single,Other,Co-Applicant,Rural,Owned,Apartment,0,53.55,19,14,7.35,4.53,0
793201,2022-06-21,950697,2024-05-19,192226,7.97,32,1,47.65,1,4,1,12,Business,Single,Male,Co-Applicant,Urban,Owned,House,1,39.16,79,25,1.05,2.71,1
223008,2022-01-10,761928,2023-08-09,24011,10.06,25,0,1.58,1,1,3,13,Business,Single,Female,Co-Applicant,Urban,Company Provided,Shared,0,44.79,224,6,4.53,3.08,0
470248,2023-04-30,903809,2021-05-01,106210,13.71,43,1,10.29,1,1,2,8,Salary,Divorced,Male,Primary,Urban,Owned,Shared,1,48.49,184,14,2.93,0.86,0
401852,2024-11-24,727362,2020-06-02,96556,12.75,23,0,1.36,1,1,3,1,Others,Single,Female,Primary,Semi-Urban,Rented,House,0,47.44,113,16,1.14,2.32,0
161865,2021-09-12,472363,2020-03-15,100228,12.17,38,0,12.28,0,2,2,5,Business,Widowed,Other,Primary,Semi-Urban,Rented,Apartment,0,45.0,147,22,5.92,0.83,0
996380,2024-08-28,257154,2024-06-03,78401,9.77,36,1,35.13,1,4,4,17,Salary,Single,Female,Co-Applicant,Semi-Urban,Parents,Others,1,53.89,129,13,0.98,3.4,0
813599,2020-01-31,627222,2022-09-22,75612,9.13,62,1,21.95,0,4,4,23,Salary,Widowed,Female,Co-Applicant,Urban,Owned,Shared,1,24.78,29,24,9.44,0.7,0
869061,2024-02-08,527575,2022-11-11,12640,11.41,61,1,47.85,0,3,2,29,Business,Married,Male,Primary,Semi-Urban,Parents,Shared,0,56.84,129,13,2.8,4.73,0
999398,2024-03-13,320947,2024-01-02,99388,6.91,44,1,9.34,0,5,3,10,Salary,Divorced,Other,Co-Applicant,Urban,Rented,Shared,0,44.02,37,4,8.92,4.05,0
682222,2021-01-18,311936,2023-03-28,16415,5.26,31,0,32.04,1,2,4,10,Salary,Widowed,Female,Primary,Rural,Parents,Shared,1,48.48,210,22,7.31,0.73,0
156565,2022-08-04,126799,2022-06-12,87468,8.0,54,1,1.2,0,1,4,9,Salary,Widowed,Other,Primary,Semi-Urban,Parents,House,1,33.51,158,1,7.39,1.33,1
690376,2020-07-20,613774,2021-10-23,18113,14.81,46,0,0.83,0,5,2,8,Salary,Widowed,Male,Co-Applicant,Rural,Owned,House,1,45.24,26,17,2.02,4.94,0
274753,2023-08-28,972848,2021-11-01,165681,14.38,46,1,41.26,1,4,1,30,Others,Single,Female,Primary,Urban,Rented,House,0,21.07,236,9,1.62,0.41,0
396950,2022-07-21,235527,2023-12-11,131744,7.2,61,1,17.68,1,5,3,13,Salary,Divorced,Other,Co-Applicant,Semi-Urban,Company Provided,Others,1,58.26,176,6,2.46,2.97,0
284574,2020-08-21,467072,2021-07-03,127606,14.18,19,0,44.62,1,4,3,21,Salary,Widowed,Male,Primary,Urban,Parents,Apartment,0,50.2,109,8,8.85,4.78,0
745148,2021-11-09,333111,2022-12-26,175848,6.33,50,0,31.14,1,4,1,30,Salary,Widowed,Female,Primary,Rural,Company Provided,Shared,0,35.87,93,10,6.31,0.26,1
434292,2024-10-14,982396,2024-04-25,166054,6.66,70,0,13.61,0,4,4,11,Salary,Single,Other,Co-Applicant,Rural,Parents,Apartment,1,58.44,64,21,1.59,2.85,0
283750,2021-03-15,340922,2024-10-09,189280,13.89,44,1,7.49,0,5,2,22,Business,Widowed,Male,Primary,Urban,Parents,House,0,30.43,35,18,1.52,2.23,0
308222,2023-04-02,966120,2022-09-03,33929,6.94,58,1,41.08,0,2,4,12,Others,Single,Other,Primary,Rural,Parents,Apartment,1,27.2,149,1,1.92,2.35,1
971372,2020-03-27,983384,2022-03-23,129261,5.88,69,1,1.63,1,2,3,3,Business,Widowed,Male,Co-Applicant,Urban,Parents,Others,1,53.49,131,11,0.75,4.26,0
491887,2020-04-27,458990,2024-11-25,112874,5.82,41,1,39.37,0,5,1,3,Others,Married,Male,Co-Applicant,Semi-Urban,Owned,Others,1,43.25,110,11,7.07,1.63,0
742002,2021-07-10,483807,2020-04-03,51891,11.7,58,1,33.16,0,4,4,1,Business,Married,Male,Co-Applicant,Rural,Owned,Apartment,1,20.11,157,9,2.8,3.16,0
175579,2022-07-08,68138,2021-01-24,194186,7.37,47,0,23.13,1,3,2,29,Salary,Single,Male,Primary,Urban,Parents,Others,1,58.68,62,13,5.37,4.57,0
743496,2020-06-17,73371,2024-03-31,134694,6.35,45,1,42.21,1,0,1,1,Others,Divorced,Female,Co-Applicant,Urban,Company Provided,Shared,0,22.44,186,25,6.41,4.48,1
733892,2024-07-12,696588,2023-05-20,23565,12.17,46,0,3.43,0,5,2,13,Others,Widowed,Other,Co-Applicant,Urban,Owned,Others,1,51.37,15,8,7.01,1.03,0
783181,2023-01-05,326443,2023-09-14,41588,14.09,60,1,4.43,1,0,4,8,Salary,Widowed,Female,Co-Applicant,Urban,Parents,House,0,52.89,228,3,0.54,2.08,0
509897,2020-03-06,914959,2022-08-22,126515,8.92,51,1,32.91,1,3,4,14,Others,Single,Other,Co-Applicant,Urban,Company Provided,Apartment,1,52.55,15,8,0.88,0.39,0
955682,2023-03-02,194687,2021-12-20,33194,5.25,42,0,28.76,0,3,4,29,Salary,Married,Female,Primary,Semi-Urban,Parents,Apartment,0,48.29,233,18,3.38,2.04,0
626445,2023-10-06,106565,2020-02-15,54189,14.81,45,1,34.23,1,3,4,7,Salary,Widowed,Other,Primary,Rural,Rented,House,0,59.74,115,9,1.92,2.98,0
301684,2020-02-01,402834,2022-03-10,116291,9.75,66,1,4.08,0,5,2,16,Salary,Divorced,Other,Co-Applicant,Urban,Parents,House,0,42.93,155,20,6.48,2.11,0
304816,2021-12-26,319797,2022-01-23,67874,9.59,48,0,37.97,1,0,2,13,Others,Widowed,Female,Co-Applicant,Urban,Owned,Shared,1,33.07,97,11,6.68,2.89,1
874843,2022-05-25,970673,2023-03-25,17384,9.4,56,1,31.0,0,2,4,15,Business,Single,Other,Co-Applicant,Semi-Urban,Rented,Shared,0,29.88,162,25,6.03,3.37,1
456443,2025-01-12,174167,2024-08-26,38853,9.84,46,0,0.7,0,5,1,14,Salary,Married,Female,Primary,Semi-Urban,Owned,House,1,43.11,126,16,6.15,4.29,0
609493,2021-10-10,202514,2021-11-08,9670,14.68,64,0,25.65,0,5,3,21,Business,Divorced,Female,Co-Applicant,Rural,Company Provided,Shared,0,44.73,29,8,5.71,0.53,0
949542,2021-09-14,437807,2024-11-07,52445,13.58,21,1,14.32,0,1,2,19,Business,Divorced,Other,Primary,Urban,Owned,Apartment,0,30.14,204,11,1.14,1.57,0
825067,2021-01-05,517918,2024-10-06,185605,14.66,32,1,29.0,0,4,4,26,Others,Widowed,Male,Co-Applicant,Rural,Owned,Apartment,1,29.27,136,10,5.91,4.26,0
926603,2022-10-03,532323,2023-02-26,159438,13.34,21,1,24.61,1,1,3,19,Salary,Married,Female,Primary,Urban,Owned,House,1,50.82,48,8,1.12,1.28,0
204600,2022-02-09,352903,2022-12-31,29307,12.3,60,1,18.25,0,1,4,21,Salary,Divorced,Male,Co-Applicant,Rural,Parents,House,1,59.33,85,22,2.98,3.23,0
971565,2022-05-25,621985,2022-09-14,92604,6.96,54,1,35.27,1,1,1,13,Others,Divorced,Male,Co-Applicant,Semi-Urban,Owned,House,1,58.7,151,23,2.49,3.13,0
261320,2020-06-05,145668,2020-07-27,119505,11.48,26,0,13.01,0,4,2,23,Others,Single,Male,Co-Applicant,Rural,Company Provided,House,0,22.22,160,9,3.4,0.29,0
676030,2024-09-28,510014,2024-06-14,159793,8.19,26,1,30.24,0,1,4,27,Business,Single,Other,Primary,Urban,Rented,House,0,51.52,136,12,1.8,1.1,0
656844,2021-11-06,834929,2023-07-12,41909,6.61,30,0,14.24,0,4,2,17,Business,Widowed,Female,Primary,Semi-Urban,Owned,Others,0,53.76,226,12,5.86,3.57,0
586166,2024-01-06,863794,2022-01-29,8234,8.41,26,1,11.26,1,4,1,10,Others,Widowed,Other,Co-Applicant,Urban,Owned,House,0,41.41,41,6,5.68,1.94,0
161579,2024-05-28,518702,2020-07-23,88008,12.97,63,0,7.51,1,2,1,26,Salary,Widowed,Other,Co-Applicant,Urban,Rented,Others,1,49.35,167,20,1.64,0.51,0
449470,2021-10-11,702441,2020-05-05,170138,5.01,38,1,20.52,0,3,2,7,Business,Divorced,Other,Co-Applicant,Semi-Urban,Company Provided,Apartment,1,29.36,169,19,7.44,3.22,1
234934,2020-03-18,517445,2020-09-17,124496,12.81,58,1,6.19,0,5,4,18,Others,Widowed,Other,Primary,Rural,Company Provided,Shared,1,50.53,240,22,4.15,3.54,0
757932,2020-06-02,444168,2020-01-31,36567,6.97,68,1,2.38,1,0,1,26,Business,Married,Male,Co-Applicant,Urban,Rented,Apartment,1,45.44,156,5,6.35,3.13,0
972551,2020-05-26,77404,2024-01-19,80809,7.27,49,0,7.99,1,0,4,27,Others,Widowed,Male,Primary,Urban,Company Provided,Apartment,1,42.8,44,12,6.96,0.17,0
105582,2023-09-16,632728,2020-10-29,169902,10.49,21,1,42.07,1,4,1,9,Others,Married,Female,Primary,Rural,Parents,Others,0,20.37,43,14,9.24,1.79,0
872151,2020-01-31,335668,2022-10-26,125212,7.62,29,1,5.05,0,2,4,17,Others,Married,Other,Co-Applicant,Semi-Urban,Owned,Shared,0,27.82,201,19,4.02,2.11,1
979143,2024-03-12,192786,2023-07-05,99817,12.9,37,1,27.02,1,5,2,29,Business,Widowed,Other,Co-Applicant,Urban,Parents,Others,0,39.41,65,8,3.57,2.34,0
606811,2024-05-08,747950,2020-10-19,169443,9.0,42,0,6.15,1,2,4,8,Salary,Married,Male,Primary,Urban,Parents,Apartment,0,23.59,27,1,5.29,3.96,1
621178,2020-09-16,700074,2024-04-05,117666,7.2,32,1,27.69,0,5,3,12,Business,Married,Female,Primary,Semi-Urban,Parents,Others,1,35.7,169,12,4.47,0.61,1
519099,2023-09-04,178631,2023-12-30,169586,14.78,21,0,37.32,0,2,2,14,Business,Married,Male,Co-Applicant,Urban,Rented,Shared,0,27.8,200,10,3.18,4.39,0
363520,2020-04-04,317122,2024-08-10,98334,13.12,58,1,14.21,0,5,4,23,Salary,Widowed,Male,Co-Applicant,Semi-Urban,Rented,Apartment,0,38.17,134,10,3.01,1.96,0
313472,2024-04-28,332224,2022-11-21,51296,5.36,24,1,37.48,0,4,1,24,Business,Divorced,Other,Primary,Urban,Parents,Apartment,0,25.45,55,18,5.78,3.59,0
334797,2023-01-17,683604,2023-10-31,6933,12.08,29,1,31.24,0,5,1,16,Business,Single,Other,Co-Applicant,Urban,Company Provided,Shared,1,49.12,52,4,3.81,3.06,0
484923,2022-04-16,148521,2023-07-26,24159,6.8,49,0,29.71,1,3,1,21,Business,Divorced,Male,Co-Applicant,Rural,Rented,Shared,1,54.79,98,17,0.61,0.51,0
540715,2020-03-05,51069,2020-10-18,144842,8.84,60,1,35.68,1,0,2,23,Salary,Married,Female,Primary,Semi-Urban,Rented,Apartment,0,43.72,232,3,6.49,3.42,0
914769,2023-11-24,71831,2021-01-18,129520,10.44,54,0,11.51,0,4,3,23,Business,Single,Female,Co-Applicant,Urban,Company Provided,Shared,1,56.58,174,17,3.87,2.32,0
409836,2022-03-31,166290,2020-06-29,174657,6.59,44,0,36.01,1,1,2,11,Others,Divorced,Female,Primary,Rural,Parents,Others,1,53.0,134,18,1.98,1.3,0
114289,2021-01-17,101883,2025-01-09,93805,14.41,33,1,2.23,0,4,2,17,Business,Widowed,Other,Primary,Urban,Company Provided,House,0,32.88,151,25,5.37,4.63,0
703698,2021-04-25,69891,2020-06-22,192149,7.66,22,0,22.45,1,5,2,25,Business,Widowed,Male,Co-Applicant,Urban,Parents,Shared,0,59.01,35,2,8.97,0.58,0
256543,2021-01-30,476944,2020-06-15,169725,11.48,70,1,20.59,1,5,2,6,Salary,Divorced,Other,Co-Applicant,Urban,Rented,Shared,1,59.23,50,19,6.18,2.47,0
284249,2024-11-26,347643,2021-06-02,131186,13.91,26,1,16.28,1,2,1,2,Business,Single,Male,Primary,Urban,Company Provided,House,1,57.04,51,22,3.02,1.27,0
503418,2022-06-10,889571,2020-11-20,182077,12.49,70,1,49.81,1,1,2,28,Others,Widowed,Other,Co-Applicant,Semi-Urban,Rented,House,0,57.07,28,24,6.76,3.72,0
342711,2020-03-08,523993,2021-12-10,136166,14.02,39,0,31.44,0,1,3,13,Business,Single,Other,Primary,Semi-Urban,Owned,Others,1,37.03,189,15,1.23,4.99,0
813553,2021-10-27,74580,2021-12-19,61589,8.76,31,1,2.77,1,4,2,22,Others,Single,Female,Primary,Rural,Rented,Shared,0,58.58,119,10,6.87,1.77,0
605452,2023-11-22,546472,2021-03-27,144233,11.35,67,0,28.23,1,4,1,17,Salary,Single,Male,Primary,Semi-Urban,Parents,Apartment,0,39.82,64,5,1.74,1.39,0
896060,2021-08-27,985382,2024-09-10,5010,10.87,32,1,42.99,0,1,4,17,Business,Divorced,Female,Primary,Rural,Owned,House,1,35.29,161,14,5.31,3.42,0
800475,2021-05-06,109935,2023-01-19,161242,12.82,31,1,42.59,1,1,2,13,Business,Single,Male,Co-Applicant,Rural,Rented,Others,0,45.9,236,23,5.53,1.75,0
452596,2023-05-17,425625,2020-08-10,95387,10.67,40,0,27.28,0,5,3,7,Business,Single,Male,Co-Applicant,Semi-Urban,Owned,Shared,0,29.06,193,16,3.46,0.22,0
315188,2023-12-22,148079,2020-10-07,146991,10.38,25,0,13.61,0,3,2,14,Business,Single,Female,Primary,Rural,Parents,Others,0,43.26,49,7,1.97,3.59,0
162338,2022-07-01,187195,2020-01-28,165244,14.14,30,1,9.21,0,0,3,26,Business,Divorced,Male,Co-Applicant,Semi-Urban,Company Provided,House,1,51.91,20,25,3.57,3.82,0
606575,2022-03-04,989160,2021-06-30,142588,7.19,56,0,22.15,1,4,2,20,Business,Married,Other,Primary,Semi-Urban,Owned,Apartment,0,38.54,75,15,8.0,1.63,1
970532,2022-09-19,648335,2023-10-20,58771,7.53,46,0,22.24,0,0,2,9,Business,Married,Female,Primary,Urban,Parents,Apartment,0,22.92,37,25,4.9,1.34,1
854800,2023-04-08,520001,2021-08-02,50362,12.56,27,1,33.48,0,4,2,15,Business,Single,Male,Primary,Urban,Company Provided,Shared,1,49.78,172,12,3.58,3.98,0
510635,2020-06-11,317719,2020-04-19,73509,12.93,54,1,8.04,0,4,3,23,Business,Married,Female,Primary,Semi-Urban,Company Provided,Others,0,23.16,69,25,6.0,0.33,0
225352,2023-01-13,397185,2020-03-04,62144,14.59,25,1,49.2,0,1,3,2,Business,Single,Male,Co-Applicant,Rural,Rented,Others,1,45.73,111,17,6.82,4.61,0
816875,2022-06-18,255645,2024-09-29,51925,11.16,27,0,22.04,0,1,2,12,Business,Widowed,Male,Primary,Semi-Urban,Owned,House,0,37.34,194,17,5.72,3.29,0
446272,2021-01-18,979344,2023-01-12,127527,14.8,22,0,13.16,1,5,1,1,Others,Single,Female,Co-Applicant,Urban,Company Provided,Apartment,1,59.15,35,13,8.98,3.5,0
674815,2020-04-29,650423,2020-08-04,145982,11.79,44,1,6.57,0,2,1,7,Others,Married,Other,Primary,Urban,Owned,Apartment,1,34.35,68,14,7.81,0.12,0
174844,2024-04-06,418248,2021-02-18,125978,11.13,31,0,6.67,1,2,3,2,Business,Married,Female,Co-Applicant,Urban,Company Provided,Others,1,28.63,223,7,3.57,4.01,0
579942,2022-09-03,456664,2024-03-16,88267,8.83,48,1,47.25,0,5,2,20,Business,Widowed,Female,Primary,Urban,Owned,Others,1,24.34,46,25,0.87,3.13,1
960932,2022-05-04,530901,2020-06-21,20911,13.63,67,0,40.24,0,0,1,12,Business,Divorced,Male,Co-Applicant,Rural,Parents,House,1,45.79,167,16,3.05,2.52,0
328262,2023-07-17,382595,2020-04-24,70136,8.55,36,0,3.18,1,3,1,13,Business,Divorced,Female,Co-Applicant,Urban,Parents,House,0,34.41,157,3,5.8,1.11,1
528489,2022-11-15,324701,2022-07-09,104022,12.52,22,0,23.09,0,5,4,10,Others,Single,Female,Primary,Semi-Urban,Company Provided,Apartment,0,48.84,47,23,9.2,2.29,0
519069,2024-08-19,221834,2021-10-20,113294,10.39,58,0,34.66,0,4,1,10,Others,Widowed,Male,Co-Applicant,Semi-Urban,Rented,Others,0,44.97,135,2,2.35,2.96,0
460899,2021-05-31,473758,2024-08-13,33504,10.6,26,1,18.11,0,3,1,6,Business,Single,Male,Primary,Semi-Urban,Owned,Shared,0,51.12,32,20,1.96,4.15,0
166620,2023-04-07,835358,2020-05-22,112380,8.02,32,0,22.64,1,3,4,8,Business,Single,Male,Co-Applicant,Rural,Parents,Apartment,0,31.51,111,4,9.65,4.3,1
901338,2024-04-19,272437,2020-05-08,30471,10.83,49,0,1.6,0,3,3,20,Salary,Widowed,Other,Co-Applicant,Rural,Parents,Apartment,0,57.66,111,14,7.78,0.69,0
136601,2024-01-11,613151,2020-03-27,109601,8.27,67,1,24.39,0,2,3,5,Salary,Widowed,Female,Co-Applicant,Semi-Urban,Owned,Apartment,1,40.35,129,25,6.48,0.7,0
668800,2020-05-29,880382,2020-01-16,72935,13.34,31,0,23.46,1,2,1,25,Others,Married,Other,Primary,Semi-Urban,Owned,Others,1,47.34,23,17,6.49,2.23,0
114932,2020-12-20,552086,2021-03-12,117714,10.34,19,0,46.23,1,4,4,5,Salary,Widowed,Other,Primary,Semi-Urban,Company Provided,Shared,0,40.63,136,22,0.61,4.57,0
679082,2020-06-05,570061,2024-08-24,125163,6.36,55,0,8.58,1,3,2,13,Salary,Widowed,Female,Co-Applicant,Semi-Urban,Parents,House,0,46.44,139,3,6.88,2.84,0
778057,2023-04-07,645410,2020-06-29,137861,14.35,21,0,2.97,0,3,2,25,Business,Married,Female,Primary,Rural,Parents,Apartment,1,26.76,187,2,2.92,4.62,0
271530,2023-06-22,839371,2022-10-09,99147,5.19,34,1,18.33,0,1,4,19,Others,Widowed,Female,Primary,Rural,Rented,Shared,1,34.69,83,17,6.31,1.32,1
931372,2024-02-12,655002,2024-02-08,161001,12.92,69,0,41.79,0,0,2,28,Others,Single,Male,Primary,Urban,Parents,House,1,49.66,207,8,7.23,0.66,0
492996,2024-08-05,297541,2021-08-18,182487,8.82,26,0,28.28,1,5,1,11,Others,Divorced,Other,Co-Applicant,Semi-Urban,Parents,Shared,1,59.38,143,2,8.45,1.14,0
